product_id,sales_usd,quantity,price_usd,cogs_usd,date_time,account_id,country_code,account,master_id,latitude2,longitude,country2,postal_code,street_name,street_number,product_family,product_family_id,product_group,product_group_id,product_name,product_name_id,product_size,produt_type,gross_profit_usd,gross_margin_pct,year,month,year_month
2576,13492.37,526.36,25.633349798616916,4277.08129,2022-07-21,2277--2685,CI,Wisozk-Jenkins,2277,7.6730918,-5.5722297,Ivory Coast,0,Grasskamp,2685,Annonaceae,1009,Royal False Pawpaw,3025,Festuca subverticillata (Pers.) Alexeev,2576,Large,Indoor,9215.28871,0.683,2022,7,2022-07
2739,13953.34,75.03,185.97014527522325,4660.4155599999995,2022-09-09,1569--75,CN,Nienow-Gislason,1569,31.654375,120.752481,China,0,Toban,75,Boraginaceae,1025,Parish's Popcornflower,3175,Tripterocalyx (Torr.) Hook.,2739,Medium,Outdoor,9292.92444,0.666,2022,9,2022-09
2700,8948.17,449.29,19.91624563199715,5816.3105000000005,2023-02-19,1029--8,CN,Jakubowski-Will,1029,24.908293,102.650211,China,0,Sutherland,8,Scrophulariaceae,1167,Menzies' Penstemon,3880,Lecanora cinereofusca H. Magn.,2700,Small,Indoor,3131.8594999999996,0.3499999999999999,2023,2,2023-02
2779,7250.41,35.54,204.00703432751828,5437.807499999999,2023-02-15,2090--73231,CN,"Monahan, Weimann and Morissette",2090,24.874132,118.675675,China,0,Lillian,73231,Malpighiaceae,1106,Cafe Falso,3554,Centaurea uniflora Turra ssp. nervosa (Willd.) Bonnier & Layens,2779,Large,Outdoor,1812.6025000000009,0.2500000000000001,2023,2,2023-02
2645,8269.8,532.42,15.532474362345516,6789.5058,2023-03-04,1750-996-0087-796,JP,"McClure, Dare and Barton",1750,38.7731612,140.297972,Japan,996-0087,Myrtle,796,Fabaceae,1066,Spiny Milkvetch,3423,Poeltinula cerebrina (DC.) Hafellner,2645,Large,Indoor,1480.2941999999994,0.17899999999999994,2023,3,2023-03
2797,18702.86,492.5,37.97535025380711,8135.744100000001,2022-05-14,1686-4640-580-41,PT,"Kshlerin, Gleichner and Hickle",1686,41.1509639,-7.9737002,Portugal,4640-580,Carpenter,41,Orchidaceae,1125,Shining Lady's Tresses,3618,Polygala nudata Brandegee,2797,Medium,Landscape,10567.1159,0.5650000000000001,2022,5,2022-05
2400,17388.8,675.53,25.74097375394135,8572.678399999999,2023-02-22,1309-165 60-23213,SE,Olson-Hackett,1309,59.3609203,17.841489,Sweden,165 60,Hoffman,23213,Dryopteridaceae,1060,Bladderfern,3335,Columbiadoria hallii (A. Gray) G.L. Nesom,2400,Medium,Landscape,8816.1216,0.507,2023,2,2023-02
2194,8381.46,695.86,12.044750380823727,3570.50196,2022-03-30,1389-34-480-18,PL,Murray-Reilly,1389,49.494604,19.7094323,Poland,34-480,Eagan,18,Boraginaceae,1025,Forget-me-not,3167,Cliftonia Banks ex C.F. Gaertn.,2194,Medium,Indoor,4810.9580399999995,0.574,2022,3,2022-03
2121,18237.21,995.12,18.326644022831417,11580.628349999999,2022-01-01,1121-953 34-32,SE,Pfannerstill Inc,1121,65.8368628,24.0986491,Sweden,953 34,Sunfield,32,Polemoniaceae,1141,Coral Ipomopsis,3723,Bryum violaceum Crundw. & Nyholm,2121,Medium,Outdoor,6656.58165,0.36500000000000005,2022,1,2022-01
2695,13076.64,109.26,119.68369028006589,6276.7872,2023-09-28,1124-92901 CEDEX-37046,FR,Stark LLC,1124,48.892701,2.233089,France,92901 CEDEX,American,37046,Asteraceae,1020,San Joaquin Tarweed,3126,Echinochloa phyllopogon (Stapf) Koso-Pol.,2695,Large,Landscape,6799.8528,0.52,2023,9,2023-09
26091,13364.89,773.05,17.28851950067913,9542.53146,2022-01-04,1035--1,CN,"Bode, Cummerata and Johnson",1035,32.661925,120.601922,China,0,Farmco,1,Araceae,1013,Chinese Taro,3041,Plagiobothrys parishii I.M. Johnst. F21,26091,Large,Landscape,3822.3585399999993,0.286,2022,1,2022-01
2083,10176.32,214.97,47.33832627808531,4538.638719999999,2023-10-11,2012-M4H-80,CA,Beahan-Hickle,2012,54.2331,-125.7533,Canada,M4H,Starling,80,Poaceae,1140,Gulf Cockspur Grass,3684,Lotus crassifolius (Benth.) Greene var. crassifolius,2083,Small,Outdoor,5637.681280000001,0.554,2023,10,2023-10
2021,11467.91,846.07,13.554327656104103,7637.62806,2023-02-27,2084-5889-4,AR,Bruen-Fisher,2084,-31.730594,-65.006098,Argentina,5889,Lakewood,4,Fabaceae,1066,Argentine Screwbean,3371,Carissa macrocarpa (Eckl.) A. DC.,2021,Small,Landscape,3830.28194,0.33399999999999996,2023,2,2023-02
2950,18837.12,376.97,49.96981192137305,8194.147200000001,2024-02-01,2110-37810-000-2,BR,"Mohr, Collier and Powlowski",2110,-21.2352558,-46.7865516,Brazil,37810-000,Sunnyside,2,Amblystegiaceae,1007,Hygrohypnum Moss,3021,Astragalus lentiginosus Douglas ex Hook. var. wilsonii (Greene) Barneby,2950,Large,Indoor,10642.972799999998,0.565,2024,2,2024-02
2118,9106.47,251.85,36.15830851697439,5828.1408,2023-03-11,1446--79215,CN,Raynor LLC,1446,23.5958633,120.2858846,China,0,Schmedeman,79215,Parmeliaceae,1129,Louisiana Parmotrema Lichen,3638,Stachys latidens Small ex Britton,2118,Large,Indoor,3278.329199999999,0.35999999999999993,2023,3,2023-03
2877,9901.55,305.3,32.43219783819194,7049.9036,2022-01-22,2042--5,CN,Jast-Leannon,2042,35.664323,117.251195,China,0,Wayridge,5,Ericaceae,1063,Eastwood's Manzanita,3352,Cladonia transcendens (Vain.) Vain.,2877,Large,Outdoor,2851.6463999999996,0.288,2022,1,2022-01
2750,8496.6,721.58,11.774993763685247,6788.7834,2024-02-09,1679--68976,CN,"Beahan, Mohr and Hyatt",1679,46.748522,82.978928,China,0,6th,68976,Loganiaceae,1103,Koolau Range Labordia,3548,Graphis dumastioides Fink,2750,Large,Outdoor,1707.8166,0.201,2024,2,2024-02
2434,14665.62,345.78,42.41315287176818,12715.092540000001,2022-10-17,2307--3995,CN,Lueilwitz-Wilkinson,2307,23.119172,113.202334,China,0,Bay,3995,Convolvulaceae,1047,Island False Bindweed,3284,Quercus ×smallii Trel.,2434,Small,Outdoor,1950.5274599999993,0.13299999999999995,2022,10,2022-10
2810,13475.29,486.49,27.699007173837078,11710.02701,2023-12-25,1219--665,CN,Hand-Harris,1219,41.1846097,80.3038321,China,0,Maple Wood,665,Poaceae,1140,Wedgescale,3716,Synthyris reniformis (Douglas ex Benth.) Benth. var. cordata A. Gray,2810,Medium,Landscape,1765.262990000001,0.13100000000000006,2023,12,2023-12
2171,10979.25,113.69,96.57181810185592,4051.34325,2022-02-03,1380--8705,CN,Roberts Inc,1380,44.766541,129.688614,China,0,Manitowish,8705,Lecanoraceae,1093,Rim Lichen,3513,Paspalidium chapmanii (Vasey) Pohl,2171,Small,Indoor,6927.90675,0.631,2022,2,2022-02
2392,19546.94,799.97,24.434591297173643,16204.41326,2022-07-29,1767--94,CN,Hegmann Inc,1767,29.117096,110.479191,China,0,John Wall,94,Isoetaceae,1089,Blackspore Quillwort,3486,Solidago hispida Muhl. ex Willd. var. hispida,2392,Small,Landscape,3342.5267399999993,0.17099999999999999,2022,7,2022-07
2969,14077.38,53.11,265.06081717190733,9488.15412,2023-05-13,1853-2950-137-70,PT,Vandervort-Lebsack,1853,38.5866475,-8.923424,Portugal,2950-137,Orin,70,Asteraceae,1020,Elliott's Goldenrod,3081,Ipomoea wrightii A. Gray,2969,Large,Indoor,4589.22588,0.326,2023,5,2023-05
2621,8316.85,930.62,8.936891534675809,5322.784000000001,2022-10-21,1915--45183,CN,Stracke and Sons,1915,23.099153,113.810423,China,0,Karstens,45183,Rutaceae,1163,Rue,3847,Poa abbreviata R. Br. ssp. pattersonii (Vasey) Á. Löve & D. Löve & Kapoor,2621,Small,Indoor,2994.066,0.36,2022,10,2022-10
2831,8794.18,296.95,29.615019363529214,4186.02968,2022-08-31,1422--865,GR,"Sauer, Pfeffer and Hamill",1422,40.417311,21.0565269,Greece,0,Texas,865,Polygonaceae,1143,Goodman's Buckwheat,3741,Arctostaphylos stanfordiana Parry,2831,Large,Outdoor,4608.150320000001,0.524,2022,8,2022-08
2798,18623.29,45.96,405.20648389904267,12309.994690000001,2022-08-06,1294-33-140-3,PL,Homenick Inc,1294,50.0994713,21.0432139,Poland,33-140,Dayton,3,Asteraceae,1020,Gray Rockdaisy,3092,Eriocaulon microcephalum Kunth,2798,Medium,Outdoor,6313.2953099999995,0.33899999999999997,2022,8,2022-08
2595,16802.68,14.08,1193.372159090909,10333.648199999998,2022-10-28,2558-3070-605-8,PT,"Ankunding, Ward and Nitzsche",2558,40.4423844,-8.6946024,Portugal,3070-605,Mandrake,8,Asteraceae,1020,Costmary,3073,Orthodontium pellucens (Hook.) Bruch & Schimp.,2595,Small,Indoor,6469.0318000000025,0.3850000000000001,2022,10,2022-10
2125,16549.03,469.08,35.279760382024385,13057.184669999999,2022-10-18,1974-1209-95,NL,Hagenes Inc,1974,52.2239735,5.1704277,Netherlands,1209,Stone Corner,95,Pteridaceae,1151,Indian's Dream,3771,Quercus macrocarpa Michx.,2125,Large,Outdoor,3491.84533,0.21100000000000002,2022,10,2022-10
2782,19120.5,978.27,19.54521757796927,7839.405,2023-03-24,1265-45886-4,DE,Bernhard Inc,1265,51.4964248,7.1215271,Germany,45886,Orin,4,Clusiaceae,1044,Sierra Madre St. Johnswort,3278,Eriogonum siskiyouense Small,2782,Medium,Indoor,11281.095000000001,0.5900000000000001,2023,3,2023-03
2545,19468.65,571.73,34.052174977699266,9325.48335,2022-01-19,1313--3,CN,"Gutmann, Barrows and Watsica",1313,39.9226132,116.4606871,China,0,Hollow Ridge,3,Brassicaceae,1027,Rough Draba,3201,Melica montezumae Piper,2545,Large,Indoor,10143.166650000001,0.521,2022,1,2022-01
2583,19439.29,249.67,77.85993511435095,16931.62159,2022-11-18,2572-2614-1,PH,Grady-Heathcote,2572,12.0379785,124.6581969,Philippines,2614,Clemons,1,Tamaricaceae,1175,Tamarisk,3908,Rubus mundus L.H. Bailey,2583,Medium,Indoor,2507.668410000002,0.1290000000000001,2022,11,2022-11
2894,8909.62,994.6,8.957993163080635,5390.320099999999,2022-05-03,1633--58721,CN,Medhurst LLC,1633,27.048088,119.28827,China,0,Texas,58721,Fabaceae,1066,Twogrooved Milkvetch,3429,Heuchera elegans Abrams,2894,Small,Outdoor,3519.299900000002,0.3950000000000002,2022,5,2022-05
2317,8684.83,949.24,9.149245712359361,5801.46644,2023-08-06,1697--2836,CN,Mertz Inc,1697,41.664757,123.344062,China,0,Continental,2836,Asteraceae,1020,Woodland Monolopia,3153,Citharexylum ×perkinsii Moldenke,2317,Small,Landscape,2883.36356,0.33199999999999996,2023,8,2023-08
2196,8923.16,997.17,8.948484210315192,5692.9760799999995,2023-02-24,1976--212,CN,Bode-Abernathy,1976,31.9311556,120.3086809,China,0,Michigan,212,Asteraceae,1020,Western Showy Aster,3148,Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank,2196,Small,Landscape,3230.1839200000004,0.36200000000000004,2023,2,2023-02
2604,5073.88,782.14,6.487176208862864,2161.4728800000003,2022-08-23,1486--5,CN,Mitchell Group,1486,19.238934,108.957345,China,0,Fallview,5,Malvaceae,1107,Wood's Hau Kuahiwi,3561,Valerianella palmeri Dyal,2604,Small,Landscape,2912.40712,0.574,2022,8,2022-08
2400,8917.07,165.66,53.8275383315224,6152.778300000001,2022-08-04,2231--9,CN,Cremin-Borer,2231,22.9550072,113.0126011,China,0,Golf Course,9,Dryopteridaceae,1060,Bladderfern,3335,Columbiadoria hallii (A. Gray) G.L. Nesom,2400,Medium,Landscape,2764.291699999999,0.3099999999999999,2022,8,2022-08
2866,9749.01,218.76,44.56486560614372,5391.20253,2022-04-10,1213--612,CN,Cremin-Welch,1213,23.353501,116.078631,China,0,Welch,612,Scrophulariaceae,1167,Chiricahua Mountain Mudwort,3866,Cryptantha crassisepala (Torr. & A. Gray) Greene,2866,Small,Outdoor,4357.807470000001,0.44700000000000006,2022,4,2022-04
2799,14430.73,409.19,35.26657542950707,6796.873829999999,2024-02-03,1569--75,CN,Nienow-Gislason,1569,31.654375,120.752481,China,0,Toban,75,Arecaceae,1015,Manac,3048,Mentha ×smithiana Graham,2799,Medium,Landscape,7633.856170000001,0.529,2024,2,2024-02
2557,16987.04,996.05,17.054404899352445,12349.578080000003,2022-06-26,2153--27765,CN,Cremin-Welch,1213,23.353501,116.078631,China,0,Welch,612,Lamiaceae,1091,Thistle Sage,3506,Galium munzii Hilend & J.T. Howell,2557,Medium,Landscape,4637.461919999998,0.27299999999999985,2022,6,2022-06
2927,16097.14,238.65,67.4508275717578,8145.15284,2022-10-08,2075--3207,CN,Nienow-Gislason,1569,31.654375,120.752481,China,0,Toban,75,Zingiberaceae,1194,Cardamom,3950,Eurybia conspicua (Lindl.) G.L. Nesom,2927,Medium,Landscape,7951.98716,0.494,2022,10,2022-10
2023,15272.57,276.8,55.175469653179185,5543.942909999999,2023-11-27,1960--7113,CN,Windler and Sons,2153,24.722747,118.152148,China,0,Coleman,27765,Fabaceae,1066,Alpine Milkvetch,3368,Amblystegium varium (Hedw.) Lindb.,2023,Large,Landscape,9728.627090000002,0.6370000000000001,2023,11,2023-11
2140,12304.86,995.42,12.361475558055897,7505.9646,2022-03-26,1782-26003 CEDEX-33134,CN,"Pfeffer, Lang and Ullrich",2075,44.840524,82.353656,China,0,Surrey,3207,Campanulaceae,1035,Jasione,3229,Caloncoba Gilg,2140,Medium,Landscape,4798.8954,0.39,2022,3,2022-03
2769,14726.83,94.48,155.8724597798476,5728.736870000001,2022-06-30,1907--9,CN,"Rutherford, Ebert and Treutel",1960,35.319084,114.540858,China,0,Huxley,7113,Cyperaceae,1053,Buxbaum's Sedge,3303,Machaeranthera carnosa (A. Gray) G.L. Nesom,2769,Medium,Indoor,8998.09313,0.611,2022,6,2022-06
2356,11188.52,269.04,41.58682723758549,4385.899840000001,2023-06-12,1279-30034 CEDEX 1-9,FR,"Lemke, Balistreri and Buckridge",1782,44.9280296,4.8932938,France,26003 CEDEX,Moulton,33134,Poaceae,1140,Black Bristlegrass,3665,Tragopogon ×neohybridus Farw.,2356,Small,Outdoor,6802.6201599999995,0.608,2023,6,2023-06
2151,5034.39,867.41,5.803933549301945,2295.6818399999997,2022-07-29,1989-5163-594,CN,"Rohan, Bartoletti and Moen",1907,31.248842,88.417003,China,0,Packers,9,Fabaceae,1066,Balloon Sack Clover,3372,Cyclachaena xanthiifolia (Nutt.) Fresen.,2151,Medium,Landscape,2738.7081600000006,0.544,2022,7,2022-07
2128,12293.19,508.73,24.164468382049417,3946.1139899999994,2022-03-22,2024-94269 CEDEX-4224,FR,"Fadel, Wunsch and Volkman",1279,43.8324929,4.3662321,France,30034 CEDEX 1,Jana,9,Iridaceae,1088,Annual Blue-eyed Grass,3482,Lomatium marginatum (Benth.) J.M. Coult. & Rose var. purpureum Jeps.,2128,Small,Landscape,8347.07601,0.679,2022,3,2022-03
2316,11920.25,215.02,55.437866245000464,7056.788,2023-08-22,1387--9,ZA,"Prohaska, Douglas and Lang",1989,-31.5469052,29.0213682,South Africa,5163,Graceland,594,Zingiberaceae,1194,Bijao,3949,Helianthus occidentalis Riddell,2316,Small,Outdoor,4863.462,0.40800000000000003,2023,8,2023-08
2137,11090.7,269.53,41.148295180499396,5756.073300000001,2022-02-20,2149-67391-6223,FR,Brown-Emmerich,2024,48.759003,2.323941,France,94269 CEDEX,Buhler,4224,Caryophyllaceae,1039,Baldwin's Nailwort,3247,Helianthella californica A. Gray,2137,Small,Indoor,5334.6267,0.4809999999999999,2022,2,2022-02
2258,10300.07,73.15,140.80751879699247,4089.1277900000005,2023-04-14,1557-68300-64659,CN,Tillman LLC,1387,27.578926,110.040315,China,0,Nevada,9,Dryopteridaceae,1060,Lime Fern,3339,Trichomanes punctatum Poir.,2258,Large,Landscape,6210.942209999999,0.603,2023,4,2023-04
2317,6293.1,221.04,28.47041259500543,5128.8765,2023-03-28,1707--85182,PK,Witting LLC,2149,32.1018288,72.7912031,Pakistan,67391,Northridge,6223,Asteraceae,1020,Woodland Monolopia,3153,Citharexylum ×perkinsii Moldenke,2317,Small,Landscape,1164.2235,0.185,2023,3,2023-03
2983,8776.15,303.57,28.90980663438416,4686.464099999999,2023-07-28,1638-851 78-835,FI,"Murray, Larkin and Green",1557,63.8601923,23.4541136,Finland,68300,Hovde,64659,Onagraceae,1122,New Mexico Beeblossom,3600,Huperzia taxifolia (Sw.) Trevis.,2983,Large,Outdoor,4089.6859000000004,0.4660000000000001,2023,7,2023-07
2421,19162.89,928.36,20.64165840837606,14870.402639999998,2023-11-06,2240-959-1855-14,CN,Walsh-Lubowitz,1707,40.731316,124.783659,China,0,Lukken,85182,Ranunculaceae,1155,Arizona Mousetail,3777,Vinca herbacea Waldst. & Kit.,2421,Medium,Indoor,4292.487360000001,0.22400000000000006,2023,11,2023-11
2644,13194.64,199.55,66.12197444249561,11109.88688,2022-04-17,1983--1,SE,"Homenick, Johnson and Kris",1638,62.3946271,17.2842162,Sweden,851 78,Northview,835,Brassicaceae,1027,Dudley Bluffs Bladderpod,3188,Chenopodium berlandieri Moq. var. macrocalycium (Aellen) Cronquist,2644,Large,Landscape,2084.7531199999994,0.15799999999999997,2022,4,2022-04
2084,8063.8,559.08,14.423338341561136,5176.9596,2023-05-09,1148-46025-74881,JP,Wilderman Inc,2240,37.7977942,139.1253637,Japan,959-1855,Truax,14,Poaceae,1140,Gulf Cockspur Grass,3684,Lupinus polyphyllus Lindl. ssp. polyphyllus,2084,Large,Outdoor,2886.8404,0.358,2023,5,2023-05
2591,19405.54,774.09,25.068842124300794,13506.255840000002,2022-12-30,2029--86,GM,Stehr-Willms,1983,13.5712781,-15.3262905,Gambia,0,Algoma,1,Poaceae,1140,Bosc's Panicgrass,3666,Heterotheca oregona (Nutt.) Shinners var. oregona,2591,Large,Outdoor,5899.284159999999,0.30399999999999994,2022,12,2022-12
2310,5143.18,518.87,9.912270896370961,1928.6925,2023-12-01,1773-442 53-9,ES,Stoltenberg Group,1148,39.5013158,-0.3889622,Spain,46025,Longview,74881,Menyanthaceae,1110,Yellow Floatingheart,3565,Viola tomentosa M.S. Baker & J.C. Clausen,2310,Small,Outdoor,3214.4875,0.625,2023,12,2023-12
2074,14963.02,947.34,15.79477273207085,8992.77502,2023-12-11,1875--54005,CN,Powlowski Inc,2029,30.5383451,117.0666454,China,0,Ryan,86,Cyperaceae,1053,Australian Flatsedge,3300,Asclepias scaposa Vail,2074,Large,Outdoor,5970.244980000001,0.3990000000000001,2023,12,2023-12
2356,15291.8,341.39,44.79275901461671,11438.2664,2022-02-04,1098-116 23-4072,SE,Nikolaus Group,1773,57.855421,11.8951003,Sweden,442 53,Londonderry,9,Poaceae,1140,Black Bristlegrass,3665,Tragopogon ×neohybridus Farw.,2356,Small,Outdoor,3853.533599999999,0.25199999999999995,2022,2,2022-02
2986,9906.66,800.22,12.379920521856489,8073.927900000001,2024-02-02,2259-79977-76,CN,Gulgowski-Welch,1875,32.009016,112.122426,China,0,John Wall,54005,Brassicaceae,1027,Wright's Thelypody,3207,Catapyrenium zahlbruckneri (Hasse) J.W. Thomson,2986,Small,Outdoor,1832.7320999999993,0.18499999999999994,2024,2,2024-02
2707,19277.69,900.92,21.397782267015938,14959.487439999997,2022-01-03,1163-06750-000-2,SE,Abbott Inc,1098,59.3125021,18.0760798,Sweden,116 23,Maryland,4072,Opegraphaceae,1123,Rapp's Schismatomma Lichen,3607,Rinodina lepida (Nyl.) Müll. Arg.,2707,Large,Outdoor,4318.2025600000015,0.2240000000000001,2022,1,2022-01
2253,13584.96,506.14,26.84032085984115,7498.897919999999,2024-02-11,1231--3,US,Kreiger Inc,2259,31.7698671,-106.4161964,United States,79977,Twin Pines,76,Asteraceae,1020,Queen-devil Hawkweed,3120,Diplotomma penichrum (Tuck.) Szat.,2253,Large,Outdoor,6086.06208,0.448,2024,2,2024-02
2290,7461.83,118.44,63.00092874029044,3059.3503,2022-05-22,2175-747 20-61435,BR,Heaney Group,1163,-23.6228759,-46.7816647,Brazil,06750-000,Amoth,2,Scrophulariaceae,1167,Sudetic Lousewort,3891,Potentilla concinna Richardson var. bicrenata (Rydb.) S.L. Welsh & B.C. Johnst.,2290,Small,Indoor,4402.4797,0.59,2022,5,2022-05
2104,5886.9,760.35,7.742355494180311,2660.8787999999995,2023-08-21,1909-24000-000-52458,CN,"Schultz, Gutmann and Feest",1231,33.001096,106.91786,China,0,Portage,3,Orchidaceae,1125,Hachuela,3615,Senna artemisioides (Gaudich. ex DC.) Randell ssp. helmsii (Symon) Randell,2104,Medium,Outdoor,3226.0212,0.548,2023,8,2023-08
2248,9736.72,479.71,20.2970961622647,7010.438399999999,2023-07-26,2069-96835-43574,CZ,Langosh and Sons,2175,49.9469881,18.1870189,Czech Republic,747 20,Sommers,61435,Ditrichaceae,1058,Trichodon Moss,3333,Salix planifolia Pursh ssp. planifolia,2248,Large,Landscape,2726.2816000000003,0.28,2023,7,2023-07
2555,18307.64,843.2,21.712096774193547,12394.272280000001,2024-04-12,1643-2303-22,BR,"Stracke, Jakubowski and Halvorson",1909,-22.8262707,-43.0152252,Brazil,24000-000,Clarendon,52458,Fabaceae,1066,Mountain Immortelle,3406,Muilla S. Watson ex Benth.,2555,Small,Outdoor,5913.367719999998,0.3229999999999999,2024,4,2024-04
